Unique ID,Plant Name,Plant Type,Winter Availability,Winter_Shoulder Availability,Summer Availability,Annual Availability
56296_G_1,Trimont Area Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56297_G_1,Crescent Ridge,Onshore Wind,0.95,0.95,0.95,0.95
56298_G_0001,Roseville Energy Park,Combined Cycle,0.81,0.81,0.90,0.85
56298_G_0002,Roseville Energy Park,Combined Cycle,0.81,0.81,0.90,0.85
56298_G_0003,Roseville Energy Park,Combined Cycle,0.81,0.81,0.90,0.85
56299_G_1,Wind Park Bear Creek,Onshore Wind,0.95,0.95,0.95,0.95
56300_G_1,Jersey-Atlantic Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56301_G_1,Wolverine Creek,Onshore Wind,0.95,0.95,0.95,0.95
56302_G_1,Oasis Wind,Onshore Wind,0.95,0.95,0.95,0.95
56303_G_1,Elk River Wind,Onshore Wind,0.95,0.95,0.95,0.95
56304_G_1,San Juan Mesa Wind Project LLC,Onshore Wind,0.95,0.95,0.95,0.95
56307_G_1,Adams Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56307_G_2,Adams Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56308_G_1,Fossil Gulch,Onshore Wind,0.95,0.95,0.95,0.95
56309_G_CT-1,Trigen St. Louis,Combined Cycle,0.81,0.81,0.90,0.85
56309_G_CT-2,Trigen St. Louis,Combined Cycle,0.81,0.81,0.90,0.85
56309_G_IC-1,Trigen St. Louis,Combustion Turbine,0.90,0.90,0.92,0.91
56309_G_ST-3,Trigen St. Louis,Combined Cycle,0.81,0.81,0.90,0.85
56311_G_SW3,Sweetwater Wind 3 LLC,Onshore Wind,0.95,0.95,0.95,0.95
56313_G_CGH2,Coleman Falls,Hydro,0.72,0.72,0.81,0.76
56313_G_CGH3,Coleman Falls,Hydro,0.72,0.72,0.81,0.76
56313_G_CHG1,Coleman Falls,Hydro,0.72,0.72,0.81,0.76
56314_G_HG1,Holcomb Rock,Hydro,0.72,0.72,0.81,0.76
56314_G_HG2,Holcomb Rock,Hydro,0.72,0.72,0.81,0.76
56314_G_HG3,Holcomb Rock,Hydro,0.72,0.72,0.81,0.76
56317_G_1,Raft River Geothermal Power Plant,Geothermal,0.87,0.87,0.87,0.87
56320_G_1,Spring Canyon,Onshore Wind,0.95,0.95,0.95,0.95
56321_G_1,Richard Burdette Geothermal,Geothermal,0.87,0.87,0.87,0.87
56321_G_OEC2,Richard Burdette Geothermal,Geothermal,0.87,0.87,0.87,0.87
56322_G_1,Wild Horse,Onshore Wind,0.95,0.95,0.95,0.95
56322_G_WH2,Wild Horse,Onshore Wind,0.95,0.95,0.95,0.95
56322_G_WHS1,Wild Horse,Solar PV,0.90,0.90,0.90,0.90
56323_G_GEN1,Modern Innovative Energy LLC,Landfill Gas,0.90,0.90,0.90,0.90
56323_G_GEN2,Modern Innovative Energy LLC,Landfill Gas,0.90,0.90,0.90,0.90
56323_G_GEN3,Modern Innovative Energy LLC,Landfill Gas,0.90,0.90,0.90,0.90
56323_G_GEN4,Modern Innovative Energy LLC,Landfill Gas,0.90,0.90,0.90,0.90
56324_G_GEN1,Colonie LFGTE Facility,Landfill Gas,0.90,0.90,0.90,0.90
56324_G_GEN2,Colonie LFGTE Facility,Landfill Gas,0.90,0.90,0.90,0.90
56324_G_GEN3,Colonie LFGTE Facility,Landfill Gas,0.90,0.90,0.90,0.90
56324_G_GEN4,Colonie LFGTE Facility,Landfill Gas,0.90,0.90,0.90,0.90
56326_G_GEN1,Mustang Station Unit 4,Combustion Turbine,0.85,0.85,0.91,0.88
56326_G_GEN2,Mustang Station Unit 4,Combustion Turbine,0.85,0.85,0.91,0.88
56326_G_GEN3,Mustang Station Unit 4,Combustion Turbine,0.85,0.85,0.91,0.88
56327_G_1,Pendleton County LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56327_G_2,Pendleton County LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56327_G_3,Pendleton County LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56327_G_4,Pendleton County LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56328_G_1,Harry D Mattison Gas Plant,Combustion Turbine,0.85,0.85,0.91,0.88
56328_G_2,Harry D Mattison Gas Plant,Combustion Turbine,0.85,0.85,0.91,0.88
56328_G_3,Harry D Mattison Gas Plant,Combustion Turbine,0.85,0.85,0.91,0.88
56328_G_4,Harry D Mattison Gas Plant,Combustion Turbine,0.85,0.85,0.91,0.88
56333_G_GEN1,Gauley River Power Partners,Hydro,0.79,0.79,0.89,0.83
56333_G_GEN2,Gauley River Power Partners,Hydro,0.79,0.79,0.89,0.83
56335_G_EW2,Blue Canyon Windpower II,Onshore Wind,0.95,0.95,0.95,0.95
56336_G_1,Aragonne Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
56337_G_SW4,Sweetwater Wind 4 LLC,Onshore Wind,0.95,0.95,0.95,0.95
56338_G_1,High Trail Wind Farm LLC,Onshore Wind,0.95,0.95,0.95,0.95
56339_G_1,Albemarle Hospital Unit,Combustion Turbine,0.90,0.90,0.92,0.91
56340_G_1,Cherryville City Hall,Combustion Turbine,0.90,0.90,0.92,0.91
56341_G_1,Lincolnton High School,Combustion Turbine,0.90,0.90,0.92,0.91
56342_G_1,Maiden Community Center,Combustion Turbine,0.90,0.90,0.92,0.91
56343_G_1,Monroe Middle School,Combustion Turbine,0.90,0.90,0.92,0.91
56344_G_1,Morganton Station 5,Combustion Turbine,0.90,0.90,0.92,0.91
56345_G_1,Pineville Delivery 2,Combustion Turbine,0.90,0.90,0.92,0.91
56346_G_ICE1,Bear Valley Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56346_G_ICE2,Bear Valley Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56346_G_ICE3,Bear Valley Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56346_G_ICE4,Bear Valley Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56346_G_ICE5,Bear Valley Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56346_G_ICE6,Bear Valley Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56346_G_ICE7,Bear Valley Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56347_G_1,Cedar Ridge,Onshore Wind,0.95,0.95,0.95,0.95
56348_G_1,Laverne Diesel Generating Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56348_G_2,Laverne Diesel Generating Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56349_G_CT1A,Quail Run Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56349_G_CT1B,Quail Run Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56349_G_CT2A,Quail Run Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56349_G_CT2B,Quail Run Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56349_G_ST1,Quail Run Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56349_G_ST2,Quail Run Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56350_G_CT1A,Colorado Bend Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56350_G_CT1B,Colorado Bend Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56350_G_CT2A,Colorado Bend Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56350_G_CT2B,Colorado Bend Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56350_G_ST1,Colorado Bend Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56350_G_ST2,Colorado Bend Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56351_G_1,Spearville,Onshore Wind,0.95,0.95,0.95,0.95
56351_G_2,Spearville,Onshore Wind,0.95,0.95,0.95,0.95
56355_G_1,Whispering Willow Wind Farm - East,Onshore Wind,0.95,0.95,0.95,0.95
56356_G_CT1,Clearwater Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
56356_G_ST1,Clearwater Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
56357_G_GE,FPL Energy Burleigh County Wind,Onshore Wind,0.95,0.95,0.95,0.95
56357_G_GE15,FPL Energy Burleigh County Wind,Onshore Wind,0.95,0.95,0.95,0.95
56359_G_PH2,Klondike Windpower II,Onshore Wind,0.95,0.95,0.95,0.95
56360_G_1,Leaning Juniper,Onshore Wind,0.95,0.95,0.95,0.95
56361_G_1,Big Horn Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56362_G_1,Shiloh I Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56363_G_GEN 1,Danville New Design Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56364_G_GEN 1,Danville Kentuck Road Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56367_G_1,Electric Avenue Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56367_G_2,Electric Avenue Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56367_G_3,Electric Avenue Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56367_G_4,Electric Avenue Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56368_G_WP1,Water Treatment Plant Generators,Combustion Turbine,0.90,0.90,0.92,0.91
56369_G_1,Casselman Wind Power Project,Onshore Wind,0.95,0.95,0.95,0.95
56371_G_1,Cedar Creek Wind,Onshore Wind,0.95,0.95,0.95,0.95
56371_G_2,Cedar Creek Wind,Onshore Wind,0.95,0.95,0.95,0.95
56372_G_SW5,Sweetwater Wind 5,Onshore Wind,0.95,0.95,0.95,0.95
56374_G_CT1,Robert Mueller Energy Center,Combustion Turbine,0.86,0.86,0.89,0.88
56374_G_DG1,Robert Mueller Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56376_G_WTG1,Pike County Wind Power,Onshore Wind,0.95,0.95,0.95,0.95
56377_G_1,Judith Gap Wind Energy Center,Onshore Wind,0.95,0.95,0.95,0.95
56379_G_VWF,Victory Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56380_G_WT1,Centennial Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56383_G_TOI2,Northern Iowa Windpower II,Onshore Wind,0.95,0.95,0.95,0.95
56386_G_TOI3,Top of Iowa Windfarm III,Onshore Wind,0.95,0.95,0.95,0.95
56391_G_1,Blue Sky Green Field Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56392_G_1,FPL Energy Oliver Wind I LLC,Onshore Wind,0.95,0.95,0.95,0.95
56394_G_1,Forest Creek Wind Farm LLC,Onshore Wind,0.95,0.95,0.95,0.95
56395_G_1,Mesquite Wind Power LLC,Onshore Wind,0.95,0.95,0.95,0.95
56397_G_4,Hunlock Unit 4,Combustion Turbine,0.94,0.85,0.85,0.87
56399_G_1,Lempster Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
564_G_B,Stanton Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
564_G_B1,Stanton Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56400_G_CT1,Treasure Coast Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56400_G_ST1,Treasure Coast Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56404_G_NHLC,Noble Hill Landfill,Landfill Gas,0.90,0.90,0.90,0.90
56407_G_1A,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_1B,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_1C,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_1ST,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_2A,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_2B,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_2C,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_2ST,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_3A,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_3B,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_3C,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56407_G_3ST,West County Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56408_G_AWND1,Agriwind,Onshore Wind,0.95,0.95,0.95,0.95
56409_G_1,Stahl Wind Energy,Onshore Wind,0.95,0.95,0.95,0.95
56410_G_1,Carstensen Wind,Onshore Wind,0.95,0.95,0.95,0.95
56411_G_1,Northern Lights Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
56412_G_1,Lucky Wind,Onshore Wind,0.95,0.95,0.95,0.95
56413_G_1,Greenback Energy,Onshore Wind,0.95,0.95,0.95,0.95
56414_G_WND1,Redwood Falls Wind,Onshore Wind,0.95,0.95,0.95,0.95
56414_G_WND2,Redwood Falls Wind,Onshore Wind,0.95,0.95,0.95,0.95
56415_G_WND1,Fairmont Wind,Onshore Wind,0.95,0.95,0.95,0.95
56415_G_WND2,Fairmont Wind,Onshore Wind,0.95,0.95,0.95,0.95
56415_G_WND3,Fairmont Wind,Onshore Wind,0.95,0.95,0.95,0.95
56415_G_WND4,Fairmont Wind,Onshore Wind,0.95,0.95,0.95,0.95
56416_G_1,Michigan Wind 1,Onshore Wind,0.95,0.95,0.95,0.95
56419_G_B1,Beecher Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56419_G_B2,Beecher Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56419_G_B3,Beecher Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56420_G_0003,Renick Run Pumping Station 03-04,Combustion Turbine,0.90,0.90,0.92,0.91
56420_G_0004,Renick Run Pumping Station 03-04,Combustion Turbine,0.90,0.90,0.92,0.91
56421_G_0005,PS ST-8 Engine No 1,Combustion Turbine,0.90,0.90,0.92,0.91
56422_G_0006,ST-1/1A Engine No 1,Combustion Turbine,0.90,0.90,0.92,0.91
56423_G_0007,Dodge Park Engine No 1,Combustion Turbine,0.90,0.90,0.92,0.91
56424_G_1,Mower County Wind Energy Center,Onshore Wind,0.95,0.95,0.95,0.95
56426_G_Unit1,Ameresco Chicopee Energy,Landfill Gas,0.90,0.90,0.90,0.90
56426_G_Unit2,Ameresco Chicopee Energy,Landfill Gas,0.90,0.90,0.90,0.90
56426_G_Unit3,Ameresco Chicopee Energy,Landfill Gas,0.90,0.90,0.90,0.90
56426_G_UNIT4,Ameresco Chicopee Energy,Landfill Gas,0.90,0.90,0.90,0.90
56427_G_Unit1,Ameresco Janesville,Landfill Gas,0.90,0.90,0.90,0.90
56427_G_Unit2,Ameresco Janesville,Landfill Gas,0.90,0.90,0.90,0.90
56427_G_Unit3,Ameresco Janesville,Landfill Gas,0.90,0.90,0.90,0.90
56428_G_Unit1,Ameresco Santa Cruz Energy,Landfill Gas,0.90,0.90,0.90,0.90
56428_G_Unit2,Ameresco Santa Cruz Energy,Landfill Gas,0.90,0.90,0.90,0.90
56428_G_Unit3,Ameresco Santa Cruz Energy,Landfill Gas,0.90,0.90,0.90,0.90
56429_G_1,Ameresco Delaware South,Landfill Gas,0.90,0.90,0.90,0.90
56429_G_2,Ameresco Delaware South,Landfill Gas,0.90,0.90,0.90,0.90
56429_G_3,Ameresco Delaware South,Landfill Gas,0.90,0.90,0.90,0.90
56429_G_4,Ameresco Delaware South,Landfill Gas,0.90,0.90,0.90,0.90
56429_G_5,Ameresco Delaware South,Landfill Gas,0.90,0.90,0.90,0.90
56430_G_1C,Ameresco Delaware Central,Landfill Gas,0.90,0.90,0.90,0.90
56430_G_2C,Ameresco Delaware Central,Landfill Gas,0.90,0.90,0.90,0.90
56430_G_3C,Ameresco Delaware Central,Landfill Gas,0.90,0.90,0.90,0.90
56430_G_4C,Ameresco Delaware Central,Landfill Gas,0.90,0.90,0.90,0.90
56430_G_5C,Ameresco Delaware Central,Landfill Gas,0.90,0.90,0.90,0.90
56432_G_1,Wildorado Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
56433_G_1,Pine Tree Wind Power Project,Onshore Wind,0.95,0.95,0.95,0.95
56434_G_BBWP,Burley Butte Windpark,Onshore Wind,0.95,0.95,0.95,0.95
56435_G_GVWP,Golden Valley Wind Park LLC,Onshore Wind,0.95,0.95,0.95,0.95
56437_G_MDWP,Milner Dam Wind Park LLC,Onshore Wind,0.95,0.95,0.95,0.95
56439_G_OTWP,Oregon Trail Wind Park,Onshore Wind,0.95,0.95,0.95,0.95
56440_G_PSWP,Pilgrim Stage Wind Park,Onshore Wind,0.95,0.95,0.95,0.95
56441_G_SFWP,Salmon Falls Wind Park,Onshore Wind,0.95,0.95,0.95,0.95
56442_G_TSWP,Thousand Springs Wind Park,Onshore Wind,0.95,0.95,0.95,0.95
56443_G_TGWP,Tuana Gulch Wind Park,Onshore Wind,0.95,0.95,0.95,0.95
56445_G_GEN1,Spindle Hill Energy Center,Combustion Turbine,0.85,0.85,0.91,0.88
56445_G_GEN2,Spindle Hill Energy Center,Combustion Turbine,0.85,0.85,0.91,0.88
56446_G_1,Buena Vista Energy LLC,Onshore Wind,0.95,0.95,0.95,0.95
56448_G_1,Mars Hill Wind Farm Project,Onshore Wind,0.95,0.95,0.95,0.95
56450_G_1,GSG LLC,Onshore Wind,0.95,0.95,0.95,0.95
56451_G_1,Allegheny Ridge Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56457_G_1,Post Wind Farm LP,Onshore Wind,0.95,0.95,0.95,0.95
56458_G_CHW-T,Hobbs Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56458_G_GT1,Hobbs Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56458_G_GT2,Hobbs Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56458_G_ST3,Hobbs Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56459_G_2,MinnDakota Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
56460_G_WT1,Twin Buttes Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56461_G_DC1,Dry Creek LFG to Energy Project,Landfill Gas,0.90,0.90,0.90,0.90
56461_G_DC2,Dry Creek LFG to Energy Project,Landfill Gas,0.90,0.90,0.90,0.90
56462_G_GEN 1,Geneva Generation Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56462_G_GEN 2,Geneva Generation Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56462_G_GEN 3,Geneva Generation Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56462_G_GEN 4,Geneva Generation Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56462_G_GEN 5,Geneva Generation Facility,Combustion Turbine,0.90,0.90,0.92,0.91
56463_G_1,Oak Ridge LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56463_G_2,Oak Ridge LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56463_G_3,Oak Ridge LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56463_G_4,Oak Ridge LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56464_G_1,Jay County LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56464_G_2,Jay County LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56464_G_3,Jay County LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56464_G_4,Jay County LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_1,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_1-II,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_1-III,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_2,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_2-II,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_2-III,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_3,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_3-II,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_3-III,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_4,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_4-II,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56465_G_4-III,Liberty I & II LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56466_G_1,Marengo Wind Plant,Onshore Wind,0.95,0.95,0.95,0.95
56466_G_2,Marengo Wind Plant,Onshore Wind,0.95,0.95,0.95,0.95
56467_G_CTG1,Russell City Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56467_G_CTG2,Russell City Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56467_G_STG1,Russell City Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
56468_G_1,Klondike Windpower III,Onshore Wind,0.95,0.95,0.95,0.95
56468_G_2,Klondike Windpower III,Onshore Wind,0.95,0.95,0.95,0.95
56470_G_LRWF,Locust Ridge,Onshore Wind,0.95,0.95,0.95,0.95
56471_G_1,McGrath Peaker,Combustion Turbine,0.85,0.85,0.90,0.87
56472_G_1,Grapeland Hybrid,Combustion Turbine,0.85,0.85,0.90,0.87
56472_G_BA1,Grapeland Hybrid,Energy Storage,0.96,0.96,0.96,0.96
56473_G_1,Mira Loma Peaker,Combustion Turbine,0.85,0.85,0.90,0.87
56474_G_1,Barre Peaker,Combustion Turbine,0.85,0.85,0.90,0.87
56475_G_1,Center Hybrid,Combustion Turbine,0.85,0.85,0.90,0.87
56475_G_BA1,Center Hybrid,Energy Storage,0.96,0.96,0.96,0.96
56476_G_A,Gateway Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56476_G_B,Gateway Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56476_G_C,Gateway Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56478_G_0001,MJMEUC Generating Station #1,Combustion Turbine,0.86,0.86,0.89,0.88
56479_G_2,Sand Bluff Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56480_G_M1,Marshfield Utilities Gas Plant,Combustion Turbine,0.85,0.85,0.91,0.88
56481_G_1,SunE Alamosa,Solar PV,0.90,0.90,0.90,0.90
56481_G_2,SunE Alamosa,Solar PV,0.90,0.90,0.90,0.90
56482_G_1,Black Mountain Generating Station,Combustion Turbine,0.85,0.85,0.90,0.87
56482_G_2,Black Mountain Generating Station,Combustion Turbine,0.85,0.85,0.90,0.87
56483_G_1,Post Oak Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
56484_G_1,Buffalo Gap 2 Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56485_G_1,Biglow Canyon Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56485_G_2,Biglow Canyon Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56485_G_3,Biglow Canyon Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56487_G_1,White Creek Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56488_G_1,Smoky Hills Wind Project Phase I,Onshore Wind,0.95,0.95,0.95,0.95
56489_G_A,Elkins Generating Center,Combustion Turbine,0.85,0.85,0.90,0.87
56489_G_B,Elkins Generating Center,Combustion Turbine,0.85,0.85,0.90,0.87
56489_G_C,Elkins Generating Center,Combustion Turbine,0.85,0.85,0.90,0.87
56493_G_4,Buffalo Mountain Energy Center,Onshore Wind,0.95,0.95,0.95,0.95
56494_G_HP2,Prairie Star Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56495_G_MS1,NedPower Mount Storm,Onshore Wind,0.95,0.95,0.95,0.95
56495_G_MS2,NedPower Mount Storm,Onshore Wind,0.95,0.95,0.95,0.95
56496_G_3701,Phillips 66 Billings Refinery,Fossil Waste,0.90,0.90,0.90,0.90
56497_G_1,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_10,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_11,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_12,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_2,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_3,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_4,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_5,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_6,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_7,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_8,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56497_G_9,Goodman Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56498_G_1,Mora Drop Hydroelectric Project,Hydro,0.74,0.74,0.83,0.78
56499_G_HY1,Tiber Dam Hydroelectric Plant,Hydro,0.72,0.72,0.81,0.76
565_G_UN10,Torrington Terminal,Combustion Turbine,0.86,0.86,0.90,0.87
56500_G_A101,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_B102,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_B202,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_C102,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_C202,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_D101,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_E102,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_E202,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_F102,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_F202,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_G102,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_G202,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_H102,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_H202,Western 102 Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56500_G_PV1,Western 102 Power Plant,Solar PV,0.90,0.90,0.90,0.90
56501_G_PWF,Pomeroy Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56501_G_PWF2,Pomeroy Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56501_G_PWF3,Pomeroy Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56501_G_PWF4,Pomeroy Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56502_G_1,Emporia Energy Center,Combustion Turbine,0.85,0.85,0.90,0.87
56502_G_2,Emporia Energy Center,Combustion Turbine,0.85,0.85,0.90,0.87
56502_G_3,Emporia Energy Center,Combustion Turbine,0.85,0.85,0.90,0.87
56502_G_4,Emporia Energy Center,Combustion Turbine,0.85,0.85,0.90,0.87
56502_G_5,Emporia Energy Center,Combustion Turbine,0.85,0.85,0.90,0.87
56502_G_6,Emporia Energy Center,Combustion Turbine,0.85,0.85,0.90,0.87
56502_G_7,Emporia Energy Center,Combustion Turbine,0.85,0.85,0.90,0.87
56503_G_1,Riley Generating Station,Combustion Turbine,0.90,0.90,0.92,0.91
56503_G_2,Riley Generating Station,Combustion Turbine,0.90,0.90,0.92,0.91
56503_G_3,Riley Generating Station,Combustion Turbine,0.90,0.90,0.92,0.91
56503_G_4,Riley Generating Station,Combustion Turbine,0.90,0.90,0.92,0.91
56503_G_5,Riley Generating Station,Combustion Turbine,0.90,0.90,0.92,0.91
