Unique ID,Plant Name,Plant Type,Winter Availability,Winter_Shoulder Availability,Summer Availability,Annual Availability
50047_G_GEN2,International Paper Jay Hydro,Hydro,0.72,0.72,0.81,0.76
50047_G_GEN3,International Paper Jay Hydro,Hydro,0.72,0.72,0.81,0.76
50047_G_GEN4,International Paper Jay Hydro,Hydro,0.72,0.72,0.81,0.76
50047_G_GEN5,International Paper Jay Hydro,Hydro,0.72,0.72,0.81,0.76
50047_G_GEN6,International Paper Jay Hydro,Hydro,0.72,0.72,0.81,0.76
50060_G_3972,Brown Station Road Plant I,Landfill Gas,0.90,0.90,0.90,0.90
50060_G_9314,Brown Station Road Plant I,Landfill Gas,0.90,0.90,0.90,0.90
50060_G_9340,Brown Station Road Plant I,Landfill Gas,0.90,0.90,0.90,0.90
50064_G_003,Univ of Calif Santa Cruz Cogeneration,Combustion Turbine,0.86,0.86,0.90,0.87
50066_G_UNT1,Calistoga Power Plant,Geothermal,0.87,0.87,0.87,0.87
50066_G_UNT2,Calistoga Power Plant,Geothermal,0.87,0.87,0.87,0.87
50076_G_UNT1,Santa Felicia Dam,Hydro,0.72,0.72,0.81,0.76
50076_G_UNT2,Santa Felicia Dam,Hydro,0.72,0.72,0.81,0.76
50079_G_GEN1,Goodyear Lake Plant,Hydro,0.72,0.72,0.81,0.76
50079_G_GEN2,Goodyear Lake Plant,Hydro,0.72,0.72,0.81,0.76
50080_G_GEN1,Otis Hydro,Hydro,0.72,0.72,0.81,0.76
50080_G_GEN2,Otis Hydro,Hydro,0.72,0.72,0.81,0.76
50081_G_GEN1,International Paper Riley Hydro,Hydro,0.72,0.72,0.81,0.76
50081_G_GEN2,International Paper Riley Hydro,Hydro,0.72,0.72,0.81,0.76
50081_G_GEN3,International Paper Riley Hydro,Hydro,0.72,0.72,0.81,0.76
50081_G_GEN4,International Paper Riley Hydro,Hydro,0.72,0.72,0.81,0.76
50081_G_GEN5,International Paper Riley Hydro,Hydro,0.72,0.72,0.81,0.76
50081_G_GEN6,International Paper Riley Hydro,Hydro,0.72,0.72,0.81,0.76
50082_G_GEN1,International Paper Livermore Hydro,Hydro,0.72,0.72,0.81,0.76
50082_G_GEN2,International Paper Livermore Hydro,Hydro,0.72,0.72,0.81,0.76
50082_G_GEN3,International Paper Livermore Hydro,Hydro,0.72,0.72,0.81,0.76
50082_G_GEN4,International Paper Livermore Hydro,Hydro,0.72,0.72,0.81,0.76
50082_G_GEN5,International Paper Livermore Hydro,Hydro,0.72,0.72,0.81,0.76
50082_G_GEN6,International Paper Livermore Hydro,Hydro,0.72,0.72,0.81,0.76
50082_G_GEN7,International Paper Livermore Hydro,Hydro,0.72,0.72,0.81,0.76
50082_G_GEN9,International Paper Livermore Hydro,Hydro,0.72,0.72,0.81,0.76
50091_G_TB1,Sheep Creek Hydro,Hydro,0.95,0.79,0.79,0.83
50091_G_TB2,Sheep Creek Hydro,Hydro,0.95,0.79,0.79,0.83
50093_G_WT,Chateaugay High Falls Hydro,Hydro,0.87,0.72,0.72,0.76
50094_G_7214,Veolia Energy Trenton L.P.,Combustion Turbine,0.90,0.90,0.92,0.91
50099_G_GEN1,Tamarack Energy Partnership,Biomass,0.83,0.83,0.83,0.83
50103_G_GEN 1,China Mill Hydro,Hydro,0.78,0.78,0.87,0.82
50109_G_GEN1,Paris Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50109_G_GEN2,Paris Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50109_G_GEN3,Paris Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50111_G_GEN1,Sierra Pacific Loyalton Facility,Biomass,0.83,0.83,0.83,0.83
50115_G_GEN1,US Borax,Combustion Turbine,0.85,0.85,0.90,0.87
50118_G_GEN10,Hal C Weaver Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50118_G_GEN4,Hal C Weaver Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50118_G_GEN5,Hal C Weaver Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50118_G_GEN7,Hal C Weaver Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50118_G_GEN8,Hal C Weaver Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50118_G_GEN9,Hal C Weaver Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50119_G_GENA,Phillips 66 Rodeo Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50119_G_GENB,Phillips 66 Rodeo Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50119_G_GENC,Phillips 66 Rodeo Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50123_G_GEN1,Normanskill Hydro Project,Hydro,0.72,0.72,0.81,0.76
50126_G_1,Ottauquechee Hydro,Hydro,0.72,0.72,0.81,0.76
50126_G_2,Ottauquechee Hydro,Hydro,0.72,0.72,0.81,0.76
50127_G_GTA,Signal Hill Generating LLC,Combined Cycle,0.81,0.81,0.90,0.85
50127_G_GTB,Signal Hill Generating LLC,Combined Cycle,0.81,0.81,0.90,0.85
50127_G_GTC,Signal Hill Generating LLC,Combined Cycle,0.81,0.81,0.90,0.85
50127_G_STD,Signal Hill Generating LLC,Combined Cycle,0.81,0.81,0.90,0.85
50129_G_1641,Indian Valley Dam Hydro Project,Hydro,0.72,0.72,0.81,0.76
50129_G_1642,Indian Valley Dam Hydro Project,Hydro,0.72,0.72,0.81,0.76
50129_G_8332,Indian Valley Dam Hydro Project,Hydro,0.72,0.72,0.81,0.76
50134_G_GTAG,Sycamore Cogeneration,Combustion Turbine,0.85,0.85,0.91,0.88
50134_G_GTBG,Sycamore Cogeneration,Combustion Turbine,0.85,0.85,0.91,0.88
50134_G_GTCG,Sycamore Cogeneration,Combustion Turbine,0.85,0.85,0.91,0.88
50134_G_GTDG,Sycamore Cogeneration,Combustion Turbine,0.85,0.85,0.91,0.88
50136_G_CG1,South Oaks Hospital,Combustion Turbine,0.90,0.90,0.92,0.91
50136_G_CG2,South Oaks Hospital,Combustion Turbine,0.90,0.90,0.92,0.91
50136_G_CG3,South Oaks Hospital,Combustion Turbine,0.90,0.90,0.92,0.91
50136_G_CG4,South Oaks Hospital,Combustion Turbine,0.90,0.90,0.92,0.91
50136_G_CG5,South Oaks Hospital,Combustion Turbine,0.90,0.90,0.92,0.91
50141_G_WGN1,Snider Industries,Biomass,0.83,0.83,0.83,0.83
50147_G_1,R E Badger Filtration Plant,Hydro,0.72,0.72,0.81,0.76
50148_G_GEN1,Linde Wilmington,Combined Cycle,0.81,0.81,0.90,0.85
50148_G_GEN2,Linde Wilmington,Combined Cycle,0.81,0.81,0.90,0.85
50150_G_GE10,Union Carbide Seadrift Cogen,Combined Cycle,0.81,0.81,0.90,0.85
50150_G_GE11,Union Carbide Seadrift Cogen,Combined Cycle,0.81,0.81,0.90,0.85
50150_G_GEN5,Union Carbide Seadrift Cogen,Combined Cycle,0.81,0.81,0.90,0.85
50150_G_GEN6,Union Carbide Seadrift Cogen,Combined Cycle,0.81,0.81,0.90,0.85
50150_G_GEN7,Union Carbide Seadrift Cogen,Combined Cycle,0.81,0.81,0.90,0.85
50150_G_GEN8,Union Carbide Seadrift Cogen,Combined Cycle,0.81,0.81,0.90,0.85
50150_G_GEN9,Union Carbide Seadrift Cogen,Combined Cycle,0.81,0.81,0.90,0.85
50152_G_CGN1,Dow St Charles Operations,Combined Cycle,0.81,0.81,0.90,0.85
50152_G_CGN2,Dow St Charles Operations,Combined Cycle,0.81,0.81,0.90,0.85
50152_G_CSTG,Dow St Charles Operations,Combined Cycle,0.81,0.81,0.90,0.85
50152_G_STG,Dow St Charles Operations,Combined Cycle,0.81,0.81,0.90,0.85
50156_G_GEN1,Bear Creek,Hydro,0.72,0.72,0.81,0.76
50166_G_GEN1,International Paper Woronoco Mill,Hydro,0.72,0.72,0.81,0.76
50166_G_GEN2,International Paper Woronoco Mill,Hydro,0.72,0.72,0.81,0.76
50166_G_GEN2A,International Paper Woronoco Mill,Hydro,0.72,0.72,0.81,0.76
50170_G_GEN1,Berry Cogen,Combustion Turbine,0.85,0.85,0.90,0.87
50175_G_GEN1,Emporia,Hydro,0.72,0.72,0.81,0.76
50175_G_GEN2,Emporia,Hydro,0.72,0.72,0.81,0.76
50176_G_GEN1,Union Falls,Hydro,0.87,0.72,0.72,0.76
50176_G_GEN2,Union Falls,Hydro,0.87,0.72,0.72,0.76
50177_G_GEN1,Blackstone/Tupperware,Hydro,0.72,0.72,0.81,0.76
50177_G_GEN2,Blackstone/Tupperware,Hydro,0.72,0.72,0.81,0.76
50177_G_GEN3,Blackstone/Tupperware,Hydro,0.72,0.72,0.81,0.76
50177_G_GEN4,Blackstone/Tupperware,Hydro,0.72,0.72,0.81,0.76
50178_G_GEN1,Halifax,Hydro,0.72,0.72,0.81,0.76
50178_G_GEN2,Halifax,Hydro,0.72,0.72,0.81,0.76
50178_G_GEN3,Halifax,Hydro,0.72,0.72,0.81,0.76
50179_G_GEN1,Box Canyon Dam,Hydro,0.87,0.72,0.72,0.76
50179_G_GEN2,Box Canyon Dam,Hydro,0.87,0.72,0.72,0.76
50180_G_GEN1,Olsen,Hydro,0.73,0.73,0.82,0.77
50184_G_TG2,Columbus MS,Non-Fossil Waste,0.90,0.90,0.90,0.90
502_G_5,Holly,Combustion Turbine,0.90,0.90,0.92,0.91
502_G_CAT,Holly,Combustion Turbine,0.90,0.90,0.92,0.91
502_G_EMD,Holly,Combustion Turbine,0.90,0.90,0.92,0.91
50205_G_7101,Williams Ignacio Natural Gas Plant,Non-Fossil Waste,0.90,0.90,0.90,0.90
50206_G_GEN1,Vallecito Hydroelectric,Hydro,0.77,0.77,0.86,0.81
50206_G_GEN2,Vallecito Hydroelectric,Hydro,0.77,0.77,0.86,0.81
50206_G_GEN3,Vallecito Hydroelectric,Hydro,0.77,0.77,0.86,0.81
50210_G_GEN1,Vulcan-BN Geothermal Power Company,Geothermal,0.87,0.87,0.87,0.87
50210_G_GEN2,Vulcan-BN Geothermal Power Company,Geothermal,0.87,0.87,0.87,0.87
50216_G_GN91,Watson Cogeneration,Combined Cycle,0.81,0.81,0.90,0.85
50216_G_GN92,Watson Cogeneration,Combined Cycle,0.81,0.81,0.90,0.85
50216_G_GN93,Watson Cogeneration,Combined Cycle,0.81,0.81,0.90,0.85
50216_G_GN94,Watson Cogeneration,Combined Cycle,0.81,0.81,0.90,0.85
50216_G_GN95,Watson Cogeneration,Combined Cycle,0.81,0.81,0.90,0.85
50216_G_GN96,Watson Cogeneration,Combined Cycle,0.81,0.81,0.90,0.85
50218_G_U1,Woodward Power Plant,Hydro,0.73,0.73,0.82,0.77
50219_G_U1,Frankenheimer Power Plant,Hydro,0.73,0.73,0.82,0.77
50223_G_1296,Nelson Creek,Hydro,0.72,0.72,0.81,0.76
50228_G_GEN1,Rocky Brook Hydroelectric,Hydro,0.95,0.79,0.79,0.83
50233_G_4011,San Dimas Wash Generating Station,Hydro,0.72,0.72,0.81,0.76
50243_G_GEN4,Bucksport Generation LLC,Combustion Turbine,0.85,0.85,0.91,0.88
50252_G_HG10,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG11,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG12,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG2,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG3,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG4,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG5,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG6,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG7,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG8,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50252_G_HG9,Sartell Dam,Hydro,0.72,0.72,0.81,0.76
50261_G_GEN1,New Lahontan,Hydro,0.72,0.72,0.81,0.76
50267_G_RED1,Redlands Water & Power,Hydro,0.77,0.77,0.86,0.81
50268_G_HY1,Hewittville Hydroelectric,Hydro,0.72,0.72,0.81,0.76
50269_G_HY1,Unionville Hydro Project 2499 NY,Hydro,0.72,0.72,0.81,0.76
50273_G_DLV1,Pioneer Valley Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50276_G_EXIS,Wintec Energy Ltd,Onshore Wind,0.95,0.95,0.95,0.95
50278_G_GEN1,Worumbo Hydro Station,Hydro,0.72,0.72,0.81,0.76
50278_G_GEN2,Worumbo Hydro Station,Hydro,0.72,0.72,0.81,0.76
50279_G_Gen2,Archbald Power Station,Combustion Turbine,0.94,0.85,0.85,0.87
50279_G_GEN5,Archbald Power Station,Landfill Gas,0.90,0.90,0.90,0.90
50279_G_GEN6,Archbald Power Station,Landfill Gas,0.90,0.90,0.90,0.90
50280_G_GEN1,Dahowa Hydro,Hydro,0.72,0.72,0.81,0.76
50281_G_WGEN,San Gorgonio Farms Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
50285_G_0001,Lower Village Water Power Project,Hydro,0.78,0.78,0.87,0.82
50285_G_0002,Lower Village Water Power Project,Hydro,0.78,0.78,0.87,0.82
50292_G_GEN1,Bethpage Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50292_G_GEN2,Bethpage Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50292_G_GEN3,Bethpage Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50292_G_GEN4,Bethpage Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
50292_G_GEN5,Bethpage Power Plant,Combustion Turbine,0.85,0.85,0.90,0.87
50292_G_GEN6,Bethpage Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50292_G_GEN7,Bethpage Power Plant,Combined Cycle,0.81,0.81,0.90,0.85
50299_G_GEN1,AltaGas Ripon Energy Inc.,Combustion Turbine,0.85,0.85,0.90,0.87
50300_G_BESS1,AltaGas Pomona Energy Inc.,Energy Storage,0.96,0.96,0.96,0.96
50307_G_GEN5,University of Oklahoma,Combustion Turbine,0.90,0.90,0.92,0.91
50311_G_GEN1,Passaic Valley Water Commission,Hydro,0.72,0.72,0.81,0.76
50311_G_GEN2,Passaic Valley Water Commission,Hydro,0.72,0.72,0.81,0.76
50311_G_GEN3,Passaic Valley Water Commission,Hydro,0.72,0.72,0.81,0.76
50311_G_GEN4,Passaic Valley Water Commission,Hydro,0.72,0.72,0.81,0.76
50312_G_1,Pembroke Hydro,Hydro,0.78,0.78,0.87,0.82
50315_G_1100,Chasm Hydro Partnership,Hydro,0.87,0.72,0.72,0.76
50315_G_2600,Chasm Hydro Partnership,Hydro,0.87,0.72,0.72,0.76
50322_G_GEN1,Site 980 65,Hydro,0.73,0.73,0.82,0.77
50323_G_1,Marco Ranch,Hydro,0.74,0.74,0.83,0.78
50323_G_2,Marco Ranch,Hydro,0.74,0.74,0.83,0.78
50323_G_3,Marco Ranch,Hydro,0.74,0.74,0.83,0.78
50323_G_4,Marco Ranch,Hydro,0.74,0.74,0.83,0.78
50324_G_1,Newfound Hydroelectric,Hydro,0.78,0.78,0.87,0.82
50324_G_2,Newfound Hydroelectric,Hydro,0.78,0.78,0.87,0.82
50326_G_AT1,Nalco,Combined Cycle,0.81,0.81,0.90,0.85
50326_G_DPOX,Nalco,Combined Cycle,0.81,0.81,0.90,0.85
50328_G_1,Byllesby,Hydro,0.72,0.72,0.81,0.76
50328_G_2,Byllesby,Hydro,0.72,0.72,0.81,0.76
50328_G_3,Byllesby,Hydro,0.72,0.72,0.81,0.76
50329_G_4,West Point Treatment Plant,Non-Fossil Waste,0.90,0.90,0.90,0.90
50329_G_5,West Point Treatment Plant,Non-Fossil Waste,0.90,0.90,0.90,0.90
50341_G_GEN3,PCS Nitrogen Fertilizer LP,Combustion Turbine,0.90,0.90,0.92,0.91
50341_G_GEN4,PCS Nitrogen Fertilizer LP,Combustion Turbine,0.90,0.90,0.92,0.91
50350_G_GEN1,Forks of Butte Hydro Project,Hydro,0.73,0.73,0.82,0.77
50351_G_1,Rolfe Canal Hydro,Hydro,0.72,0.72,0.81,0.76
50352_G_1,Nacimiento Hydro Project,Hydro,0.72,0.72,0.81,0.76
50352_G_2,Nacimiento Hydro Project,Hydro,0.72,0.72,0.81,0.76
50353_G_1,Penacook Lower Falls,Hydro,0.72,0.72,0.81,0.76
50354_G_1,Newport Hydro,Hydro,0.72,0.72,0.81,0.76
50354_G_2,Newport Hydro,Hydro,0.72,0.72,0.81,0.76
50354_G_3,Newport Hydro,Hydro,0.72,0.72,0.81,0.76
50360_G_GEN1,Michell Butte Power Project,Hydro,0.94,0.79,0.79,0.83
50361_G_GEN1,Owyhee Dam Power Project,Hydro,0.94,0.78,0.78,0.82
50362_G_GEN1,Tunnel 1 Power Project,Hydro,0.94,0.79,0.79,0.83
50365_G_PH21,Ridgewood Providence Power,Landfill Gas,0.90,0.90,0.90,0.90
50365_G_PH22,Ridgewood Providence Power,Landfill Gas,0.90,0.90,0.90,0.90
50365_G_PH23,Ridgewood Providence Power,Landfill Gas,0.90,0.90,0.90,0.90
50365_G_PH24,Ridgewood Providence Power,Landfill Gas,0.90,0.90,0.90,0.90
50366_G_GEN3,University of Notre Dame,Combustion Turbine,0.90,0.90,0.92,0.91
50366_G_GEN4,University of Notre Dame,Combustion Turbine,0.90,0.90,0.92,0.91
50366_G_GEN8,University of Notre Dame,Combustion Turbine,0.90,0.90,0.92,0.91
50366_G_GEN9,University of Notre Dame,Combustion Turbine,0.90,0.90,0.92,0.91
50366_G_GN10,University of Notre Dame,Combustion Turbine,0.90,0.90,0.92,0.91
50366_G_GT1,University of Notre Dame,Combustion Turbine,0.86,0.86,0.89,0.88
50366_G_GT2,University of Notre Dame,Combustion Turbine,0.86,0.86,0.89,0.88
50368_G_CT1,Cornell University Central Heat,Combined Cycle,0.81,0.81,0.90,0.85
50368_G_CT2,Cornell University Central Heat,Combined Cycle,0.81,0.81,0.90,0.85
50368_G_EDG1,Cornell University Central Heat,Combustion Turbine,0.90,0.90,0.92,0.91
50368_G_EDG2,Cornell University Central Heat,Combustion Turbine,0.90,0.90,0.92,0.91
50368_G_TG1,Cornell University Central Heat,Combined Cycle,0.81,0.81,0.90,0.85
50368_G_TG2,Cornell University Central Heat,Combined Cycle,0.81,0.81,0.90,0.85
50373_G_GEN1,Paxton Creek Cogeneration,Combustion Turbine,0.94,0.90,0.90,0.91
50373_G_GEN2,Paxton Creek Cogeneration,Combustion Turbine,0.94,0.90,0.90,0.91
50375_G_GEN1,East Portal Generator,Hydro,0.72,0.72,0.81,0.76
50380_G_GEN1,Upriver Dam Hydro Plant,Hydro,0.95,0.79,0.79,0.83
50380_G_GEN2,Upriver Dam Hydro Plant,Hydro,0.95,0.79,0.79,0.83
50380_G_GEN3,Upriver Dam Hydro Plant,Hydro,0.95,0.79,0.79,0.83
50380_G_GEN4,Upriver Dam Hydro Plant,Hydro,0.95,0.79,0.79,0.83
50380_G_GEN5,Upriver Dam Hydro Plant,Hydro,0.95,0.79,0.79,0.83
50382_G_GEN1,Twin Reservoirs,Hydro,0.94,0.78,0.78,0.82
50384_G_1,Gregg Falls,Hydro,0.78,0.78,0.87,0.82
50384_G_2,Gregg Falls,Hydro,0.78,0.78,0.87,0.82
50393_G_FR1,Friant Hydro Facility,Hydro,0.73,0.73,0.82,0.77
50393_G_M1,Friant Hydro Facility,Hydro,0.73,0.73,0.82,0.77
50393_G_RO1,Friant Hydro Facility,Hydro,0.73,0.73,0.82,0.77
50393_G_RO2,Friant Hydro Facility,Hydro,0.73,0.73,0.82,0.77
504_G_1,Julesburg,Combustion Turbine,0.90,0.90,0.92,0.91
504_G_3,Julesburg,Combustion Turbine,0.90,0.90,0.92,0.91
504_G_4,Julesburg,Combustion Turbine,0.90,0.90,0.92,0.91
504_G_5,Julesburg,Combustion Turbine,0.90,0.90,0.92,0.91
50400_G_GEN1,Sand Bar Power Plant,Hydro,0.73,0.73,0.82,0.77
50404_G_TG2,BP Chemicals Green Lake Plant,Non-Fossil Waste,0.90,0.90,0.90,0.90
50404_G_TG3,BP Chemicals Green Lake Plant,Non-Fossil Waste,0.90,0.90,0.90,0.90
50408_G_1,Park Mill,Hydro,0.72,0.72,0.81,0.76
50408_G_10,Park Mill,Hydro,0.72,0.72,0.81,0.76
50408_G_2,Park Mill,Hydro,0.72,0.72,0.81,0.76
50408_G_3,Park Mill,Hydro,0.72,0.72,0.81,0.76
50408_G_6,Park Mill,Hydro,0.72,0.72,0.81,0.76
50408_G_7,Park Mill,Hydro,0.72,0.72,0.81,0.76
50409_G_4,Menominee Mill Marinette,Hydro,0.72,0.72,0.81,0.76
50409_G_5,Menominee Mill Marinette,Hydro,0.72,0.72,0.81,0.76
50409_G_8,Menominee Mill Marinette,Hydro,0.72,0.72,0.81,0.76
50409_G_9,Menominee Mill Marinette,Hydro,0.72,0.72,0.81,0.76
50410_G_6,Chester Operations,Combined Cycle,0.81,0.81,0.90,0.85
50413_G_DGCAT,Olmsted Waste Energy,Combustion Turbine,0.90,0.90,0.92,0.91
50413_G_TG2,Olmsted Waste Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50413_G_TG3,Olmsted Waste Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50413_G_TGI,Olmsted Waste Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50414_G_1,Penacook Upper Falls Hydro,Hydro,0.72,0.72,0.81,0.76
50416_G_GEN1,Tannery Island Power,Hydro,0.72,0.72,0.81,0.76
50416_G_GEN2,Tannery Island Power,Hydro,0.72,0.72,0.81,0.76
50416_G_GEN3,Tannery Island Power,Hydro,0.72,0.72,0.81,0.76
50416_G_GEN4,Tannery Island Power,Hydro,0.72,0.72,0.81,0.76
50416_G_GEN5,Tannery Island Power,Hydro,0.72,0.72,0.81,0.76
50421_G_201,Orchard Avenue 1,Hydro,0.95,0.79,0.79,0.83
50421_G_301,Orchard Avenue 1,Hydro,0.95,0.79,0.79,0.83
50423_G_983,Cowiche,Hydro,0.94,0.78,0.78,0.82
50427_G_GEN1,Bronx Zoo,Combustion Turbine,0.90,0.90,0.92,0.91
50427_G_GEN2,Bronx Zoo,Combustion Turbine,0.90,0.90,0.92,0.91
50427_G_GEN3,Bronx Zoo,Combustion Turbine,0.90,0.90,0.92,0.91
50427_G_GEN4,Bronx Zoo,Combustion Turbine,0.90,0.90,0.92,0.91
50431_G_TG1,University of Michigan,Combined Cycle,0.81,0.81,0.90,0.85
50431_G_TG10,University of Michigan,Combined Cycle,0.81,0.81,0.90,0.85
50431_G_TG7,University of Michigan,Combined Cycle,0.81,0.81,0.90,0.85
50431_G_TG8,University of Michigan,Combined Cycle,0.81,0.81,0.90,0.85
50431_G_TG9,University of Michigan,Combined Cycle,0.81,0.81,0.90,0.85
50433_G_ADA1,Ada Dam,Hydro,0.72,0.72,0.81,0.76
50435_G_SUG1,Sugarloaf Hydro Plant,Hydro,0.76,0.76,0.85,0.80
50436_G_CAS1,Cascade Dam,Hydro,0.72,0.72,0.81,0.76
50437_G_FRL1,French Landing Dam,Hydro,0.72,0.72,0.81,0.76
50439_G_GEN1,Oconto Falls Lower,Hydro,0.72,0.72,0.81,0.76
50439_G_GEN2,Oconto Falls Lower,Hydro,0.72,0.72,0.81,0.76
50447_G_GEN1,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GEN2,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GEN3,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GEN4,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GEN5,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GEN6,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GEN7,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GN11,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GN12,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GN13,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GN14,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GN15,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GN16,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50447_G_GN17,S D Warren Westbrook,Hydro,0.72,0.72,0.81,0.76
50449_G_GEN1,Indeck Silver Springs Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50449_G_GEN2,Indeck Silver Springs Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50450_G_GEN1,Indeck Oswego Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50450_G_GEN2,Indeck Oswego Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50451_G_GEN1,Indeck Yerkes Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50451_G_GEN2,Indeck Yerkes Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50458_G_GEN1,Indeck Corinth Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50458_G_GEN2,Indeck Corinth Energy Center,Combined Cycle,0.81,0.81,0.90,0.85
50463_G_GEN1,Procter & Gamble Mehoopany Mill,Combustion Turbine,0.85,0.85,0.90,0.87
50463_G_GEN2,Procter & Gamble Mehoopany Mill,O/G Steam,0.80,0.80,0.86,0.82
50463_G_GEN3,Procter & Gamble Mehoopany Mill,Combustion Turbine,0.85,0.85,0.91,0.88
50464_G_GEN1,Oxnard,Combustion Turbine,0.85,0.85,0.90,0.87
50464_G_GEN2,Oxnard,Combustion Turbine,0.85,0.85,0.90,0.87
50468_G_1,Rocky Mount Mill,Hydro,0.72,0.72,0.81,0.76
50468_G_2,Rocky Mount Mill,Hydro,0.72,0.72,0.81,0.76
50468_G_3,Rocky Mount Mill,Hydro,0.72,0.72,0.81,0.76
50475_G_GEN1,Corpus Christi,Combustion Turbine,0.85,0.85,0.90,0.87
50487_G_A7,PPG Powerhouse A,Non-Fossil Waste,0.90,0.90,0.90,0.90
50488_G_GEN2,PPG Riverside,Non-Fossil Waste,0.90,0.90,0.90,0.90
50488_G_GEN3,PPG Riverside,Non-Fossil Waste,0.90,0.90,0.90,0.90
50489_G_C1,PPG Powerhouse C,Combustion Turbine,0.85,0.85,0.91,0.88
50489_G_C2,PPG Powerhouse C,Combustion Turbine,0.85,0.85,0.91,0.88
50489_G_C4,PPG Powerhouse C,Combustion Turbine,0.85,0.85,0.91,0.88
50489_G_C5,PPG Powerhouse C,Combustion Turbine,0.85,0.85,0.91,0.88
50490_G_TE,PPG Plant C Caustic,O/G Steam,0.80,0.80,0.86,0.82
50492_G_1,Gas Utilization Facility,Non-Fossil Waste,0.90,0.90,0.90,0.90
50492_G_2,Gas Utilization Facility,Non-Fossil Waste,0.90,0.90,0.90,0.90
50492_G_3,Gas Utilization Facility,Hydro,0.72,0.72,0.81,0.76
50493_G_DC1,Double C Generation Limited Partnership,Combustion Turbine,0.85,0.85,0.90,0.87
50493_G_DC2,Double C Generation Limited Partnership,Combustion Turbine,0.85,0.85,0.90,0.87
50494_G_KF1,Kern Front Limited,Combustion Turbine,0.85,0.85,0.90,0.87
50494_G_KF2,Kern Front Limited,Combustion Turbine,0.85,0.85,0.90,0.87
50495_G_HS1,High Sierra Limited,Combustion Turbine,0.85,0.85,0.90,0.87
50495_G_HS2,High Sierra Limited,Combustion Turbine,0.85,0.85,0.90,0.87
505_G_1,Boysen,Hydro,0.74,0.74,0.83,0.78
505_G_2,Boysen,Hydro,0.74,0.74,0.83,0.78
50512_G_GEN1,Glen Park Hydroelectric Project,Hydro,0.72,0.72,0.81,0.76
